title,content,source_file,run_id,segment_id,confidence_score,needs_attention
Eritrean,"Region: East Africa (Eritrea) / U.S. & European Diaspora
Language(s): Tigrinya, Arabic, Tigre, English (PGLS Supported)
Overview: Eritrean culture reflects Orthodox Christian and Muslim influences, militarized history, and close community bonds.
Family & Social Structure: Patriarchal, with strong elder respect and interdependence. Religion and nationalism both shape identity.
Communication Style: Reserved with outsiders; formal and honorific. Open and expressive in trusted settings.
Etiquette & Customs: Hospitality central. Greetings involve handshakes and honorifics. Gender interactions may be cautious.
Beliefs & Worldview: Orthodox Christianity and Sunni Islam dominate. Spiritual guidance often preferred over clinical models.
Health & Mental Health Considerations: Mental illness rarely discussed. Religious framing of distress common.
Gender Roles & Sensitivities: Clear gender expectations. Deference to authority figures is common.
Interpreter/Service Notes: Gender-matching recommended. Use careful phrasing around trauma or religious content. Clarify confidentiality.

📘 Culture Entry: Ethiopian (Oromo-Specific Addendum)
Oromo (Ethiopia)
Region: Ethiopia (Oromia), Kenya / U.S. Diaspora
Language(s): Oromo (Afaan Oromoo), Amharic, English (PGLS Supported)
Overview: Oromo are Ethiopia’s largest ethnic group, with cultural pride rooted in the Gadaa system (democratic governance), pastoral traditions, and resistance to oppression.
Family & Social Structure: Patriarchal clans and strong elder leadership. Social justice and equality are embedded in tradition.
Communication Style: Warm and direct; praise and poetic expressions common.
Etiquette & Customs: Greetings involve formal respect. Coffee ceremonies hold symbolic value.
Beliefs & Worldview: Islam and Christianity practiced. Traditional Oromo spirituality (Waaqeffanna) still active in some areas.
Health & Mental Health Considerations: Mental distress may be expressed physically or spiritually. Religious interpretation of illness common.
Gender Roles & Sensitivities: Traditional gender roles persist, but female participation is high in some leadership areas.
Interpreter/Service Notes: Confirm dialect. Gender-matching appreciated. Avoid assumptions of Amharic fluency or affiliation.

📘 Culture Entry: Farsi (Iranian Persian)
Farsi (Iranian Persian)
Region: Iran / Global Diaspora (U.S., Europe, Canada)
Language(s): Farsi (Persian), English (PGLS Supported: Farsi)
Overview: Iranian culture is shaped by Persian history, Islamic tradition, poetry, hospitality, and national pride.
Family & Social Structure: Family is central. Elders are respected, and children often live at home into adulthood.
Communication Style: Polite, indirect, and poetic. Nonverbal communication and implied meaning are common.
Etiquette & Customs: Use both hands to offer/receive. Shoes off indoors. Taarof (ritual politeness) is a key concept.
Beliefs & Worldview: Islam (predominantly Shia), with strong secular and cultural Islamic traditions.
Health & Mental Health Considerations: Mental illness may be hidden or described as physical. Herbal and spiritual care common.
Gender Roles & Sensitivities: Gender roles shaped by religion and culture; vary widely between urban and rural contexts.
Interpreter/Service Notes: Clarify use of Taarof (polite refusal/offers). Match gender if possible. Respect cultural sensitivity around politics and religion.

📘 Culture Entry: French (Francophone Africa context)
French (Francophone Africa)
Region: West & Central Africa (Senegal, Côte d’Ivoire, Cameroon, DRC, etc.)
Language(s): French (colonial legacy), Indigenous languages (e.g., Wolof, Lingala) (PGLS Supported)
Overview: French is used in government, education, and health systems, while indigenous languages carry everyday cultural identity.
Family & Social Structure: Extended family systems dominate. Elders and community elders are key decision-makers.
Communication Style: Formal in French; expressive in indigenous languages. Greetings are lengthy and symbolic.
Etiquette & Customs: Respect elders, avoid left-hand gestures. Visitors offered food/water.
Beliefs & Worldview: Mix of Islam, Christianity, and Indigenous beliefs. Syncretism common.
Health & Mental Health Considerations: Spiritual and herbal healing used. Mental illness may be viewed as curse or moral failing.
Gender Roles & Sensitivities: Traditional gender roles in many areas; varies by country and education level.
Interpreter/Service Notes: Clarify dialect of French. Respect hybrid belief systems. Use accessible phrasing for low-literacy or mixed-language clients.

📘 Culture Entry: Haitian Creole (Expanded)
Haitian Creole (Expanded)
Region: Haiti / Diaspora (U.S., Canada, France)
Language(s): Haitian Creole, French (PGLS Supported)
Overview: A product of colonial resistance, African roots, and Caribbean resilience, Haitian Creole culture is vibrant and complex.
Family & Social Structure: Kinship often extends beyond blood ties. Women may lead families; elders command respect.
Communication Style: Expressive and rhythmic. Tone, gesture, and storytelling are powerful tools.
Etiquette & Customs: Respect for spiritual leaders. Hospitality and community visibility are important.
Beliefs & Worldview: Catholicism and Vodou exist in parallel. Spiritual interpretation of hardship is common.
Health & Mental Health Considerations: Trust in spiritual healers, especially in rural areas. Mental health stigma high.
Gender Roles & Sensitivities: Women often lead households and community spaces. Roles influenced by migration and economy.
Interpreter/Service Notes: Clarify preference for Creole vs. French. Use plain language. Don’t dismiss spiritual context — acknowledge respectfully.





📘 Culture Entry: Haitian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,ae335299-8f58-40df-a302-f5ffebcdc9af,medium,True
Haitian,"Region: Caribbean / Global Diaspora
Language(s): Haitian Creole, French (PGLS Supported)
Overview: Haitian culture is a resilient blend of West African, French, and Indigenous influences. Community pride, music, and storytelling are central, often shaped by post-colonial history and migration.
Family & Social Structure: Family networks are tight-knit and often include extended members. Matriarchal leadership is common in the household. Respect for elders is embedded in social roles.
Communication Style: Expressive, rhythmic, and emotionally rich. Tone and gesture are used to emphasize meaning.
Etiquette & Customs: Warm greetings expected; personal space is fluid. Cultural pride and historical consciousness often inform conversation.
Beliefs & Worldview: Strong religious duality — Catholicism and Vodou coexist as cultural cornerstones. Community spiritual leaders hold influence.
Health & Mental Health Considerations: Traditional healing and faith-based care may be preferred. Mental health stigma exists, especially around emotional vulnerability.
Gender Roles & Sensitivities: Gender expectations can be strong; women may serve as both caretakers and breadwinners.
Interpreter/Service Notes: Clarify language preference (Creole vs. French). Avoid literal translation of idioms. Recognize the spiritual layer behind medical decisions when present.
📘 Culture Entry: Hebrew (Israeli)
Hebrew (Israeli)
Region: Israel / Global Jewish Diaspora
Language(s): Hebrew, Arabic, Russian, English (PGLS Supported: Hebrew)
Overview: Israeli culture is diverse and fast-paced, blending Jewish religious tradition, modern secularism, and immigrant influence.
Family & Social Structure: Families are close-knit; parenting tends to be democratic and expressive.
Communication Style: Very direct, energetic, and informal. Loudness is not viewed as impolite.
Etiquette & Customs: Casual social norms; hospitality is strong. Religious customs shape food and schedules.
Beliefs & Worldview: Judaism (Orthodox, Reform, Secular), Islam, Christianity. Religious identity is complex and personal.
Health & Mental Health Considerations: Mental health openly addressed in many communities. Holocaust trauma may be a family legacy.
Gender Roles & Sensitivities: Gender roles vary widely by community (e.g., secular vs. Orthodox). LGBTQ+ widely accepted in secular circles.
Interpreter/Service Notes: Clarify religious/secular preference. Expect assertiveness. Maintain fast pace and cultural context awareness.

📘 Culture Entry: Hindi-Speaking (North Indian)
Hindi-Speaking (North Indian)
Region: India (Uttar Pradesh, Bihar, Rajasthan, Delhi, etc.) / Global Diaspora
Language(s): Hindi, English, Urdu (PGLS Supported: Hindi)
Overview: North Indian culture is shaped by Hindu tradition, colonial history, and a vibrant mix of regional identities.
Family & Social Structure: Hierarchical families with elder reverence. Arranged marriage still common in some communities.
Communication Style: Indirect, especially in formal settings. Respect shown through deference and speech level.
Etiquette & Customs: Hands joined (Namaste) for greeting; shoes off indoors. Caste dynamics may influence social behavior.
Beliefs & Worldview: Predominantly Hindu; also Muslim, Sikh, Christian. Karma and dharma guide behavior.
Health & Mental Health Considerations: Ayurvedic or spiritual care may be prioritized. Mental illness often stigmatized.
Gender Roles & Sensitivities: Traditional norms common; urban youth more egalitarian.
Interpreter/Service Notes: Clarify caste/class sensitivities. Match gender when appropriate. Use non-confrontational tone.

📘 Culture Entry: Hmong",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,5be51b26-da7d-4667-852a-efe90230f3ca,medium,True
Hmong,"Region: Southeast Asia (Laos, Vietnam, Thailand) / U.S. Diaspora (Minnesota, Wisconsin, California)
Language(s): Hmong (White Hmong, Green Hmong), English (PGLS Supported)
Overview: The Hmong are an ethnolinguistic group with deep cultural traditions rooted in animism, clan structure, and oral history. Many Hmong resettled in the U.S. after the Vietnam War, forming tight diaspora communities.
Family & Social Structure: Clan-based society with 18 major clans. Patriarchal leadership within families is typical, but elders of both genders hold authority.
Communication Style: Respectful and reserved, especially with unfamiliar people or authority figures. Elders are addressed formally.
Etiquette & Customs: Physical contact is limited outside close family. Footwear is often removed indoors. Marriage customs are significant and may include bride price traditions.
Beliefs & Worldview: Many practice animism and ancestor veneration. Shamanism is common, and Western medicine may be supplemented or declined in favor of spiritual healing.
Health & Mental Health Considerations: Illness may be seen as spiritual imbalance. Mental health may not be openly discussed. Important to explain medical concepts clearly.
Gender Roles & Sensitivities: Men typically speak on behalf of families in public settings. Women's roles are evolving in diaspora communities.
Interpreter/Service Notes: Match dialect (White vs. Green Hmong). Gender-matching may be preferred. Explain confidentiality gently, especially in behavioral health contexts.
📘 Culture Entry: Hmong (Expanded)
Hmong (Expanded)
Region: Laos, Vietnam, Thailand / U.S. Diaspora (Minnesota, Wisconsin, California)
Language(s): Hmong (White Hmong, Green Hmong), English (PGLS Supported)
Overview: A stateless Indigenous group with deep ties to animism, clan systems, and oral tradition. Diaspora began after Vietnam War alliance with U.S.
Family & Social Structure: 18 clans structure society. Patriarchal; decisions often made through elders and clan leaders.
Communication Style: Quiet, indirect, respectful. Elders and spiritual figures are often spokespeople.
Etiquette & Customs: Avoid touching head. Modesty important. Ceremonial roles highly valued.
Beliefs & Worldview: Shamanism and ancestor worship central. Healing often spiritual before medical.
Health & Mental Health Considerations: Soul loss may explain illness. Language for emotional trauma may not exist in Hmong dialect.
Gender Roles & Sensitivities: Men expected to speak in public; women manage household and clan roles.
Interpreter/Service Notes: Clarify dialect. Match gender when possible. Explain systems slowly and with relational trust.
📘 Culture Entry: Hungarian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,0177a6a2-54a2-4737-bba6-2e206955babe,medium,True
Hungarian,"Region: Central Europe (Hungary) / Global Diaspora (U.S., Canada, Australia)
Language(s): Hungarian (Magyar), English, German (PGLS Supported: Hungarian)
Overview: Hungarian culture blends Central European heritage, folk traditions, and post-Soviet pragmatism. National pride and historical consciousness are strong.
Family & Social Structure: Nuclear and extended families highly valued. Elders respected; parenting may be hierarchical.
Communication Style: Formal and respectful in unfamiliar settings; more animated and humorous in family.
Etiquette & Customs: Firm handshakes, punctuality, and hospitality expected. Toasting rituals at meals are common.
Beliefs & Worldview: Majority Roman Catholic and Calvinist; also secular. Holidays tied to both religious and national identity.
Health & Mental Health Considerations: Generational stigma toward mental illness. Older adults may somaticize emotional stress.
Gender Roles & Sensitivities: Traditional roles in rural areas; urban settings more progressive.
Interpreter/Service Notes: Use clear, polite phrasing. Clarify idioms. Expect formality at first.

📘 Culture Entry: Igbo",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,0bb7cdfd-6000-4bc4-ab87-c369cc3869cf,medium,True
Igbo,"Region: West Africa (Nigeria) / Diaspora in U.S., UK
Language(s): Igbo, English (PGLS Supported)
Overview: The Igbo are one of Nigeria’s largest ethnic groups, known for entrepreneurial spirit, oral storytelling, and strong family ties.
Family & Social Structure: Extended family and lineage are central. Patriarchal norms are dominant, though matrilineal traditions exist.
Communication Style: Direct in tone but respectful. Proverbs are commonly used to convey layered meaning.
Etiquette & Customs: Elders are shown deference. Greeting rituals are important. Spiritual, social, and ancestral respect is embedded in customs.
Beliefs & Worldview: Christianity is dominant, but traditional Igbo spirituality remains influential. Ancestor veneration and dual-religious practice are common.
Health & Mental Health Considerations: Health often understood through both medical and spiritual lenses. Emotional distress may be underreported.
Gender Roles & Sensitivities: Patriarchal norms prevail in rural settings; women in diaspora may hold more visible roles.
Interpreter/Service Notes: Clarify dialect needs. May require cultural context for mental health or legal topics.
📘 Culture Entry: Igbo (Expanded)
Igbo (Expanded)
Region: Nigeria / U.S. and U.K. Diaspora
Language(s): Igbo, English, Nigerian Pidgin (PGLS Supported: Igbo)
Overview: One of Nigeria’s major ethnic groups, known for entrepreneurship, community cohesion, and proverbs.
Family & Social Structure: Extended and lineage-based family systems. Male elders typically hold decision-making roles.
Communication Style: Direct but respectful. Proverbs and stories used to teach and persuade.
Etiquette & Customs: Elders greeted formally. Offer items with right hand. Community events and rites of passage are central.
Beliefs & Worldview: Christianity dominant; traditional spiritual practices like ancestral reverence still present.
Health & Mental Health Considerations: May combine faith healing with clinical treatment. Emotional topics rarely shared publicly.
Gender Roles & Sensitivities: Men often lead; women influential in markets, household, and some leadership spaces.
Interpreter/Service Notes: Clarify dialect and idioms. Allow indirect expression. Gender match may enhance trust.
📘 Culture Entry: Indonesian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,02aa7982-c784-4507-9d4d-76f538283ba0,medium,True
Indonesian,"Region: Southeast Asia (Indonesia – archipelago of 17,000+ islands)
Language(s): Bahasa Indonesia, Javanese, Sundanese (PGLS Supported: Indonesian)
Overview: Indonesia is the world’s largest Muslim-majority nation with deep local traditions, island diversity, and communal values.
Family & Social Structure: Extended families common. Respect for elders, group harmony, and modesty emphasized.
Communication Style: Indirect, soft-spoken, and context-aware. Avoid public disagreement.
Etiquette & Customs: Right hand for giving; remove shoes indoors. Touching the head is avoided.
Beliefs & Worldview: Islam dominant; Christianity, Hinduism, and Indigenous animism also practiced. Religious identity varies greatly by region.
Health & Mental Health Considerations: Traditional herbalists or shamans (dukun) may be consulted. Mental illness stigmatized in some areas.
Gender Roles & Sensitivities: Gender expectations are traditional but evolving in urban settings.
Interpreter/Service Notes: Use soft tone. Clarify legal/medical terms slowly. Gender-matching may reduce discomfort.
📘 Culture Entry: Italian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,ef6af22c-63a4-4756-80d0-c710b0ce9d90,medium,True
Italian,"Region: Southern Europe (Italy) / Global Diaspora (U.S., Argentina, Australia)
Language(s): Italian, regional dialects, English (PGLS Supported: Italian)
Overview: Italian culture celebrates art, food, family, and expressive living. Catholic traditions, regional pride, and social rituals define identity.
Family & Social Structure: Strong family units; children often live with parents into adulthood. Elders are honored.
Communication Style: Expressive and warm; uses gesture and eye contact. Interruptions common and not impolite.
Etiquette & Customs: Greetings involve cheek kisses or handshakes. Punctuality relaxed in social settings but expected in business.
Beliefs & Worldview: Roman Catholicism influential culturally, even among secular Italians. Holidays and saints’ days important.
Health & Mental Health Considerations: Mental illness discussed more openly today, though older generations may still stigmatize it.
Gender Roles & Sensitivities: Traditional norms in rural regions; more egalitarian in urban areas.
Interpreter/Service Notes: Expect fast speech. Allow room for warmth and expressiveness. Clarify procedural steps clearly.


📘 Culture Entry: Japanese",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,48600906-9490-4cf1-a2c7-28ce037ce71b,medium,True
Japanese,"Region: East Asia / Global Diaspora (U.S., Brazil, Peru)
Language(s): Japanese (PGLS Supported)
Overview: Japanese culture emphasizes harmony, hierarchy, and collectivism. Politeness, ritual, and non-verbal communication are highly developed.
Family & Social Structure: Family roles are clear and traditionally patriarchal, though evolving. Respect for hierarchy and elders is fundamental.
Communication Style: Indirect, polite, and often non-confrontational. Silence is meaningful.
Etiquette & Customs: Bowing is standard. Business cards, punctuality, and modest behavior are culturally significant.
Beliefs & Worldview: Shinto and Buddhism are dominant. Seasonal celebrations and ancestor reverence are widely practiced.
Health & Mental Health Considerations: Emotional issues are often somaticized. Stigma toward mental health exists but is changing.
Gender Roles & Sensitivities: Traditionally distinct roles; expectations vary by generation.
Interpreter/Service Notes: Use formal register. Avoid overt emotional tone. Clarify if client prefers English or Japanese honorifics.

📘 Culture Entry: Japanese (Expanded)
Japanese (Expanded)
Region: East Asia (Japan) / Global Diaspora (U.S., Brazil, Peru)
Language(s): Japanese (PGLS Supported)
Overview: Japanese culture is built on harmony, group identity, discipline, and tradition. It is both high-tech and deeply ceremonial.
Family & Social Structure: Patriarchal but evolving. Extended family ties still valued.
Communication Style: Highly indirect and context-sensitive. Silence often communicates meaning.
Etiquette & Customs: Remove shoes indoors. Bowing is a form of respect. Business card exchange is formalized.
Beliefs & Worldview: Shinto and Buddhism coexist. Ancestor veneration and seasonal observances remain common.
Health & Mental Health Considerations: Mental illness often framed as weakness or shame. Increasing openness in younger generations.
Gender Roles & Sensitivities: Traditional roles persist, especially in family. Younger generations are redefining expectations.
Interpreter/Service Notes: Use formal tone. Clarify honorifics and status titles. Avoid direct confrontation.

📘 Culture Entry: Karen",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,53ffaa32-7172-4dda-8b31-61fe42428686,medium,True
Karen,"Region: Southeast Asia (Myanmar, Thailand) / U.S. Diaspora (Minnesota, New York, Indiana)
Language(s): Sgaw Karen, Pwo Karen, Burmese (PGLS Supported: Karen)
Overview: Indigenous ethnic group from Myanmar with history of displacement and persecution. Many are Christian; others follow animist or Buddhist traditions.
Family & Social Structure: Extended families. Decisions may involve church elders or family heads.
Communication Style: Reserved and humble. Deference to age and authority expected.
Etiquette & Customs: Modest dress and demeanor. Shoes off indoors. Touching head is disrespectful.
Beliefs & Worldview: Mix of Christianity, Buddhism, and animism depending on region. Faith often informs medical decisions.
Health & Mental Health Considerations: Trauma and PTSD common in refugee communities. Stigma toward mental illness remains.
Gender Roles & Sensitivities: Traditional gender norms persist. Female modesty highly valued.
Interpreter/Service Notes: Gender match important. Allow slow responses. Explain confidentiality with care.
📘 Culture Entry: Kazakh",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,bfb0e6fa-f9eb-48de-af34-8f065b8679c2,medium,True
Kazakh,"Region: Central Asia (Kazakhstan) / Diaspora in Russia, Germany, U.S.
Language(s): Kazakh, Russian (PGLS Supported: Kazakh)
Overview: Nomadic heritage, Islamic tradition, and Soviet history shape Kazakh identity. Hospitality, nature, and patriotism are central values.
Family & Social Structure: Extended families; elder males typically lead. Younger generations balance tradition with modern values.
Communication Style: Formal and respectful with outsiders; warm and humorous with family.
Etiquette & Customs: Guests are honored. Bread should not be wasted. Offer or receive with the right hand.
Beliefs & Worldview: Sunni Islam with syncretic elements; Russian Orthodoxy present. National holidays often secular.
Health & Mental Health Considerations: Mental illness may be downplayed. Herbal and spiritual healing are used alongside modern medicine.
Gender Roles & Sensitivities: Traditionally male-led; roles evolving with education and urbanization.
Interpreter/Service Notes: Clarify language preference (Kazakh vs. Russian). Respect for elders and nation is important.

📘 Culture Entry: Khmer (Cambodian) – Expanded
Khmer (Expanded)
Region: Southeast Asia (Cambodia) / U.S., France, Australia Diaspora
Language(s): Khmer (PGLS Supported)
Overview: Deeply influenced by Theravada Buddhism and Angkor heritage. Resilience shaped by civil war and diaspora trauma.
Family & Social Structure: Extended families common. Elders and monks respected; hierarchy observed.
Communication Style: Reserved and indirect. Avoid public emotional expression.
Etiquette & Customs: Use both hands or right hand. Don’t touch head or point feet. Avoid touching monks.
Beliefs & Worldview: Buddhism dominates. Karma and past-life beliefs inform behavior.
Health & Mental Health Considerations: Illness may be viewed through karma/spiritual lens. PTSD common among older generations.
Gender Roles & Sensitivities: Traditional roles observed. Women hold domestic authority.
Interpreter/Service Notes: Gender match preferred. Clarify gently. Avoid rushing decisions or sensitive topics.

📘 Culture Entry: Kikuyu",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,5d31c417-2c1c-476e-9fab-971fda2468f8,medium,True
Kikuyu,"Region: East Africa (Kenya) / U.S., U.K., and regional diaspora
Language(s): Kikuyu, Swahili, English (PGLS Supported: Kikuyu)
Overview: Kenya’s largest ethnic group, known for agricultural tradition, oral storytelling, and leadership in independence movements.
Family & Social Structure: Clan-based extended families. Elders respected as spiritual and decision leaders.
Communication Style: Direct in content, respectful in tone. Proverbs often used in teaching.
Etiquette & Customs: Greetings expected before business. Hospitality strong. Right-hand gestures preferred.
Beliefs & Worldview: Christianity is dominant; traditional practices (e.g., ancestor reverence) still present.
Health & Mental Health Considerations: Mental illness often misunderstood. Church may be involved in care decisions.
Gender Roles & Sensitivities: Traditionally patriarchal; evolving with education and urbanization.
Interpreter/Service Notes: Respect church influence. Use culturally neutral terms for mental/emotional health. Gender matching optional but sometimes helpful.
📘 Culture Entry: Kinyarwanda",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,c2b338b2-c94d-40bd-bf03-af3266c9bce5,medium,True
Kinyarwanda,"Region: East Africa (Rwanda) / Diaspora in Belgium, U.S., U.K.
Language(s): Kinyarwanda, French, English (PGLS Supported: Kinyarwanda)
Overview: Rwandan culture emphasizes reconciliation, respect, and community healing following the 1994 genocide.
Family & Social Structure: Strong extended family systems. Respect for elders is foundational.
Communication Style: Polite, indirect, and soft-spoken. Silence often used to communicate restraint.
Etiquette & Customs: Right hand or both hands used when greeting or giving. Public humility is respected.
Beliefs & Worldview: Christianity (mostly Catholic and Protestant); traditional spiritual beliefs present, especially in rural areas.
Health & Mental Health Considerations: Mental health trauma is widespread but often unspoken. Community-based healing efforts are strong.
Gender Roles & Sensitivities: Traditionally patriarchal; significant government-led efforts to elevate gender equity.
Interpreter/Service Notes: Gender match appreciated. Use careful pacing for trauma-related topics. Reassure around confidentiality.

📘 Culture Entry: Korean",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,b85adbff-2cc2-41c8-82fc-9c3dec25c17b,medium,True
Korean,"Region: East Asia (North and South Korea) / Global Diaspora (U.S., China, Japan, Canada)
Language(s): Korean (PGLS Supported)
Overview: Deeply Confucian-rooted society with strong family honor values. South Korea is modern and hierarchical; North Korea highly restricted.
Family & Social Structure: Hierarchical; age and seniority guide roles. Family reputation is essential.
Communication Style: Indirect and formal. Emotion moderated in public. Silence respected.
Etiquette & Customs: Bowing standard. Use both hands when giving. Avoid writing names in red.
Beliefs & Worldview: Christianity, Buddhism, Confucianism, and increasing secularism in the South.
Health & Mental Health Considerations: Stigma still strong in older generations. Somatization is common.
Gender Roles & Sensitivities: Traditional roles; slow shift toward gender equity in urban settings.
Interpreter/Service Notes: Match formality. Clarify titles and hierarchy. Allow indirect communication space.

📘 Culture Entry: Kurdish (Expanded)
Kurdish (Expanded)
Region: Middle East (Turkey, Iraq, Iran, Syria) / Global Diaspora
Language(s): Kurdish (Kurmanji, Sorani), Arabic, Turkish, Farsi (PGLS Supported: Kurmanji)
Overview: Stateless ethnic group with strong identity, oral culture, and history of resistance. Family honor, tradition, and spiritual values are deeply embedded.
Family & Social Structure: Patriarchal; tribal ties define family structure. Elder men lead decisions.
Communication Style: Respectful, indirect with strangers; open and passionate with family.
Etiquette & Customs: Guests honored with meals and attention. Gender-specific customs important.
Beliefs & Worldview: Mostly Sunni Muslim; also Yazidi, Christian, and secular beliefs.
Health & Mental Health Considerations: Trauma from conflict and displacement is widespread. Emotional suffering often spiritualized.
Gender Roles & Sensitivities: Strong gender divisions, though some women hold leadership in Kurdish resistance/political circles.
Interpreter/Service Notes: Gender match highly recommended. Use trauma-informed language. Confirm dialect and comfort level.

📘 Culture Entry: Kurdish",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,d431420f-609a-4ff6-ba4f-cf223b1666cf,medium,True
Kurdish,"Region: Middle East (Turkey, Iraq, Iran, Syria) / Diaspora in Europe, U.S.
Language(s): Kurdish (Kurmanji, Sorani), Arabic, Turkish, Farsi (PGLS Supported: Kurmanji)
Overview: The Kurdish people share a strong ethnic identity across multiple countries, with cultural traditions shaped by resilience and displacement.
Family & Social Structure: Tribal and extended families are central. Honor culture influences social dynamics.
Communication Style: Warm and expressive with known individuals; more formal with outsiders.
Etiquette & Customs: Guests are honored; traditional dress and gender roles may influence interactions.
Beliefs & Worldview: Majority Muslim (Sunni, Shia); Yazidi and Christian minorities. Religion and ethnicity often interwoven.
Health & Mental Health Considerations: Mental health stigmas common; trauma history due to displacement/conflict should be considered.
Gender Roles & Sensitivities: Gender matching is often important. Women may defer in mixed-gender formal settings.
Interpreter/Service Notes: Clarify dialect (Kurmanji vs. Sorani). Approach trauma topics with care. Match gender if possible.
📘 Culture Entry: Lao
Lao
Region: Southeast Asia (Laos) / U.S. Diaspora
Language(s): Lao (PGLS Supported), Thai, English
Overview: Lao culture is deeply influenced by Theravada Buddhism, collectivist values, and close community bonds.
Family & Social Structure: Family is central, with elder respect emphasized. Households often include extended family.
Communication Style: Polite, indirect, and soft-spoken. Avoid public confrontation or embarrassment.
Etiquette & Customs: Avoid touching the head; feet considered unclean. Monks are highly respected and not physically touched by women.
Beliefs & Worldview: Buddhist beliefs shape views on health, suffering, and morality. Merit-making rituals are important.
Health & Mental Health Considerations: May prefer traditional healing; mental illness may be stigmatized or spiritualized.
Gender Roles & Sensitivities: Gender roles respected traditionally, but flexible in diaspora.
Interpreter/Service Notes: Clarify dialect vs. Thai influence. Use calm tone and honor spiritual perspectives.
📘 Culture Entry: Lao (Expanded)
Lao (Expanded)
Region: Southeast Asia (Laos) / U.S. Diaspora (Minnesota, California, Texas)
Language(s): Lao, Thai, English (PGLS Supported: Lao)
Overview: Lao culture blends Theravada Buddhism, ethnic diversity, and village-centered traditions. Community harmony and respect are key.
Family & Social Structure: Multigenerational homes. Elders are honored and guide decisions.
Communication Style: Indirect and humble. Public confrontation is discouraged.
Etiquette & Customs: Use right hand or both when giving. Avoid touching heads or pointing feet. Monks are not touched, especially by women.
Beliefs & Worldview: Buddhism shapes morality and daily life. Karma and merit are key beliefs.
Health & Mental Health Considerations: Spiritual or herbal healing common. Mental illness may be stigmatized or misunderstood.
Gender Roles & Sensitivities: Traditionally defined; shifting roles in diaspora.
Interpreter/Service Notes: Speak gently. Gender-matching helps with trust. Clarify medical/legal concepts respectfully.

📘 Culture Entry: Latvian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,787ad0b2-037a-4e07-ac72-2a06e7b3e882,medium,True
Latvian,"Region: Northern Europe (Latvia) / Global Diaspora
Language(s): Latvian, Russian, English (PGLS Supported: Latvian)
Overview: Latvian identity is shaped by Baltic pagan heritage, Lutheran and Catholic traditions, and resistance to occupation.
Family & Social Structure: Nuclear families are common. Older generations hold cultural authority.
Communication Style: Reserved and straightforward. Politeness through brevity.
Etiquette & Customs: Punctuality expected. Public modesty emphasized. Greetings formal with handshakes.
Beliefs & Worldview: Christianity dominant (Lutheran, Catholic), with revived interest in pre-Christian folk traditions.
Health & Mental Health Considerations: Mental illness often kept private, especially by older generations.
Gender Roles & Sensitivities: High gender equality in modern settings; traditional roles persist rurally.
Interpreter/Service Notes: Formal tone helpful. Clarify emotional language. Avoid pressure for self-disclosure.

📘 Culture Entry: Lingala (Central African Context)",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,9558fd0b-2025-450c-9cd0-3b3f261b0398,medium,True
Lingala,"Region: Central Africa (DRC, Republic of Congo) / U.S. & European Diaspora
Language(s): Lingala, French, Kikongo, Swahili (PGLS Supported: Lingala)
Overview: Lingala is a major trade and cultural language in the Congo Basin. Music, storytelling, and spiritual life are deeply intertwined.
Family & Social Structure: Clan and extended family loyalty strong. Elders make major decisions.
Communication Style: Expressive, rhythmic, often metaphorical. Formality used in respectful contexts.
Etiquette & Customs: Community-first mindset. Elders greeted first. Hospitality and food-sharing are central.
Beliefs & Worldview: Christianity and Indigenous spirituality coexist. Religious leaders are highly influential.
Health & Mental Health Considerations: Mental illness may be attributed to spiritual causes or curses. Prayer and ritual healing common.
Gender Roles & Sensitivities: Traditional roles prominent. Women lead in domestic spheres.
Interpreter/Service Notes: Confirm dialect when relevant. Be sensitive to religious framing. Match gender when possible.
📘 Culture Entry: Lithuanian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,6c4dbdfb-0d3b-49be-8649-baf318ed6e63,medium,True
